,name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,itemReviewed,reviewRating,author,publisher,Price,desc_new,Trim
256,2014 Ford Mustang,2014.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002307959/post-large/normalized/zoomcrop/2002307959-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT Premium with 15165 miles - $32,590",15165.0,2002307959.0,1ZVBP8CF7E5216633,,,,," $32,590",2014 Ford Mustang GT Premium,GT Premium
257,2015 Ford Mustang,2015.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002320194/post-large/normalized/zoomcrop/2002320194-edc-02.jpg,Ford,"Used 2015 Ford Mustang GT Premium with 12646 miles - $37,990",12646.0,2002320194.0,1FA6P8CF7F5390858,,,,," $37,990",2015 Ford Mustang GT Premium,GT Premium
258,2016 Ford Mustang,2016.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002326914/post-large/normalized/zoomcrop/2002326914-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT Premium with 33839 miles - $33,590",33839.0,2002326914.0,1FATP8FF6G5336371,,,,," $33,590",2016 Ford Mustang GT Premium,GT Premium
259,2010 Ford Mustang,2010.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002292482/post-large/normalized/zoomcrop/2002292482-edc-02.jpg,Ford,"Used 2010 Ford Mustang GT Premium with 70854 miles - $20,590",70854.0,2002292482.0,1ZVBP8FH0A5160882,,,,," $20,590",2010 Ford Mustang GT Premium,GT Premium
260,2022 Ford Mustang,2022.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002268865/post-large/normalized/zoomcrop/2002268865-edc-02.jpg,Ford,"Used 2022 Ford Mustang EcoBoost with 4895 miles - $29,990",4895.0,2002268865.0,1FA6P8TH0N5148090,,,,," $29,990",2022 Ford Mustang EcoBoost,EcoBoost
261,2012 Ford Mustang,2012.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002306053/post-large/normalized/zoomcrop/2002306053-edc-02.jpg,Ford,"Used 2012 Ford Mustang Shelby GT500 with 8721 miles - $47,990",8721.0,2002306053.0,1ZVBP8JSXC5227753,,,,," $47,990",2012 Ford Mustang Shelby GT500,Shelby GT500
264,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002301148/post-large/normalized/zoomcrop/2002301148-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT with 27018 miles - $34,990",27018.0,2002301148.0,1FA6P8CF0G5251222,,,,," $34,990",2016 Ford Mustang GT,GT
265,2014 Ford Mustang,2014.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002332420/post-large/normalized/zoomcrop/2002332420-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 85620 miles - $18,590",85620.0,2002332420.0,1ZVBP8AM2E5294786,,,,," $18,590",2014 Ford Mustang V6,V6
266,2015 Ford Mustang,2015.0,Ford,Mustang,Orange,//cdnblob.fastly.carvana.io/2002282224/post-large/normalized/zoomcrop/2002282224-edc-02.jpg,Ford,"Used 2015 Ford Mustang GT with 38767 miles - $30,590",38767.0,2002282224.0,1FA6P8CF9F5319029,,,,," $30,590",2015 Ford Mustang GT,GT
267,2018 Ford Mustang,2018.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002291236/post-large/normalized/zoomcrop/2002291236-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 22245 miles - $36,590",22245.0,2002291236.0,1FA6P8CF6J5117001,,,,," $36,590",2018 Ford Mustang GT Premium,GT Premium
268,2015 Ford Mustang,2015.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002345489/post-large/normalized/zoomcrop/2002345489-edc-02.jpg,Ford,"Used 2015 Ford Mustang V6 with 19221 miles - $26,990",19221.0,2002345489.0,1FA6P8AM3F5338368,,,,," $26,990",2015 Ford Mustang V6,V6
269,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002341420/post-large/normalized/zoomcrop/2002341420-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 53346 miles - $24,990",53346.0,2002341420.0,1FATP8UH6G5281795,,,,," $24,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
270,2017 Ford Mustang,2017.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002325809/post-large/normalized/zoomcrop/2002325809-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 36310 miles - $25,990",36310.0,2002325809.0,1FATP8UH2H5245247,,,,," $25,990",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
271,2011 Ford Mustang,2011.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002369743/post-large/normalized/zoomcrop/2002369743-edc-02.jpg,Ford,"Used 2011 Ford Mustang GT Premium with 12115 miles - $30,990",12115.0,2002369743.0,1ZVBP8CF6B5159935,,,,," $30,990",2011 Ford Mustang GT Premium,GT Premium
272,2020 Ford Mustang,2020.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002293449/post-large/normalized/zoomcrop/2002293449-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT Premium with 7957 miles - $42,990",7957.0,2002293449.0,1FA6P8CF2L5192040,,,,," $42,990",2020 Ford Mustang GT Premium,GT Premium
273,2019 Ford Mustang,2019.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002285366/post-large/normalized/zoomcrop/2002285366-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 65412 miles - $29,990",65412.0,2002285366.0,1FATP8FFXK5150146,,,,," $29,990",2019 Ford Mustang GT Premium,GT Premium
274,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002358048/post-large/normalized/zoomcrop/2002358048-edc-02.jpg,Ford,"Used 2016 Ford Mustang V6 with 93562 miles - $20,990",93562.0,2002358048.0,1FATP8EM8G5311939,,,,," $20,990",2016 Ford Mustang V6,V6
275,2014 Ford Mustang,2014.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002357984/post-large/normalized/zoomcrop/2002357984-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 Premium with 97722 miles - $17,990",97722.0,2002357984.0,1ZVBP8EM1E5266469,,,,," $17,990",2014 Ford Mustang V6 Premium,V6 Premium
276,2019 Ford Mustang,2019.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002369445/post-large/normalized/zoomcrop/2002369445-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 28427 miles - $28,990",28427.0,2002369445.0,1FA6P8THXK5194912,,,,," $28,990",2019 Ford Mustang EcoBoost,EcoBoost
277,2021 Ford Mustang,2021.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002327086/post-large/normalized/zoomcrop/2002327086-edc-02.jpg,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 45422 miles - $27,990",45422.0,2002327086.0,1FATP8UH2M5120808,,,,," $27,990",2021 Ford Mustang EcoBoost Premium,EcoBoost Premium
278,2016 Ford Mustang,2016.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002354265/post-large/normalized/zoomcrop/2002354265-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 58301 miles - $24,590",58301.0,2002354265.0,1FA6P8TH7G5272148,,,,," $24,590",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
279,2012 Ford Mustang,2012.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002335306/post-large/normalized/zoomcrop/2002335306-edc-02.jpg,Ford,"Used 2012 Ford Mustang Shelby GT500 with 19640 miles - $49,590",19640.0,2002335306.0,1ZVBP8JS3C5214617,,,,," $49,590",2012 Ford Mustang Shelby GT500,Shelby GT500
280,2014 Ford Mustang,2014.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002314036/post-large/normalized/zoomcrop/2002314036-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 65697 miles - $18,990",65697.0,2002314036.0,1ZVBP8AM1E5305700,,,,," $18,990",2014 Ford Mustang V6,V6
281,2015 Ford Mustang,2015.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002355311/post-large/normalized/zoomcrop/2002355311-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost Premium with 41142 miles - $25,990",41142.0,2002355311.0,1FATP8UH4F5340454,,,,," $25,990",2015 Ford Mustang EcoBoost Premium,EcoBoost Premium
282,2014 Ford Mustang,2014.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002335845/post-large/normalized/zoomcrop/2002335845-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 Premium with 16206 miles - $23,990",16206.0,2002335845.0,1ZVBP8EM2E5323228,,,,," $23,990",2014 Ford Mustang V6 Premium,V6 Premium
283,2013 Ford Mustang,2013.0,Ford,Mustang,Green,//cdnblob.fastly.carvana.io/2002340207/post-large/normalized/zoomcrop/2002340207-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 48693 miles - $21,990",48693.0,2002340207.0,1ZVBP8AMXD5246466,,,,," $21,990",2013 Ford Mustang V6 Premium,V6 Premium
286,2015 Ford Mustang,2015.0,Ford,Mustang,Orange,//cdnblob.fastly.carvana.io/2002282224/post-large/normalized/zoomcrop/2002282224-edc-02.jpg,Ford,"Used 2015 Ford Mustang GT with 38767 miles - $30,590",38767.0,2002282224.0,1FA6P8CF9F5319029,,,,," $30,590",2015 Ford Mustang GT,GT
287,2021 Ford Mustang,2021.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002327086/post-large/normalized/zoomcrop/2002327086-edc-02.jpg,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 45422 miles - $27,990",45422.0,2002327086.0,1FATP8UH2M5120808,,,,," $27,990",2021 Ford Mustang EcoBoost Premium,EcoBoost Premium
288,2018 Ford Mustang,2018.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002291236/post-large/normalized/zoomcrop/2002291236-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 22245 miles - $36,590",22245.0,2002291236.0,1FA6P8CF6J5117001,,,,," $36,590",2018 Ford Mustang GT Premium,GT Premium
289,2012 Ford Mustang,2012.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002310969/post-large/normalized/zoomcrop/2002310969-edc-02.jpg,Ford,"Used 2012 Ford Mustang Boss 302 with 3539 miles - $43,590",3539.0,2002310969.0,1ZVBP8CUXC5204746,,,,," $43,590",2012 Ford Mustang Boss 302,Boss 302
290,2020 Ford Mustang,2020.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002293449/post-large/normalized/zoomcrop/2002293449-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT Premium with 7957 miles - $42,990",7957.0,2002293449.0,1FA6P8CF2L5192040,,,,," $42,990",2020 Ford Mustang GT Premium,GT Premium
291,2016 Ford Mustang,2016.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002354265/post-large/normalized/zoomcrop/2002354265-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 58301 miles - $24,590",58301.0,2002354265.0,1FA6P8TH7G5272148,,,,," $24,590",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
292,2019 Ford Mustang,2019.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002362839/post-large/normalized/zoomcrop/2002362839-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 30566 miles - $37,990",30566.0,2002362839.0,1FATP8FF8K5171593,,,,," $37,990",2019 Ford Mustang GT Premium,GT Premium
293,2013 Ford Mustang,2013.0,Ford,Mustang,Green,//cdnblob.fastly.carvana.io/2002340207/post-large/normalized/zoomcrop/2002340207-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 48693 miles - $21,990",48693.0,2002340207.0,1ZVBP8AMXD5246466,,,,," $21,990",2013 Ford Mustang V6 Premium,V6 Premium
294,2014 Ford Mustang,2014.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002314036/post-large/normalized/zoomcrop/2002314036-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 65697 miles - $18,990",65697.0,2002314036.0,1ZVBP8AM1E5305700,,,,," $18,990",2014 Ford Mustang V6,V6
295,2019 Ford Mustang,2019.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002292592/post-large/normalized/zoomcrop/2002292592-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 68785 miles - $25,990",68785.0,2002292592.0,1FATP8UH9K5171672,,,,," $25,990",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
296,2019 Ford Mustang,2019.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002275702/post-large/normalized/zoomcrop/2002275702-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 61695 miles - $25,990",61695.0,2002275702.0,1FATP8UH8K5170965,,,,," $25,990",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
297,2022 Ford Mustang,2022.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002237586/post-large/normalized/zoomcrop/2002237586-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT Premium with 118 miles - $42,590",118.0,2002237586.0,1FA6P8CFXN5147902,,,,," $42,590",2022 Ford Mustang GT Premium,GT Premium
298,2016 Ford Mustang,2016.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002286116/post-large/normalized/zoomcrop/2002286116-edc-02.jpg,Ford,"Used 2016 Ford Mustang Shelby GT350R with 35394 miles - $53,990",35394.0,2002286116.0,1FA6P8JZ4G5523106,,,,," $53,990",2016 Ford Mustang Shelby GT350R,Shelby GT350R
299,2016 Ford Mustang,2016.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002279905/post-large/2002279905-edc-02-search.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 91576 miles - $21,990",91576.0,2002279905.0,1FA6P8TH1G5221051,,,,," $21,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
300,2020 Ford Mustang,2020.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002333043/post-large/2002333043-edc-02-search.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 8820 miles - $31,590",8820.0,2002333043.0,1FA6P8TH0L5190983,,,,," $31,590",2020 Ford Mustang EcoBoost,EcoBoost
301,2019 Ford Mustang,2019.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002284017/post-large/2002284017-edc-02-search.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 61081 miles - $25,990",61081.0,2002284017.0,1FA6P8TH0K5130877,,,,," $25,990",2019 Ford Mustang EcoBoost,EcoBoost
302,2015 Ford Mustang,2015.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002300487/post-large/2002300487-edc-02-search.jpg,Ford,"Used 2015 Ford Mustang GT Premium with 77536 miles - $29,590",77536.0,2002300487.0,1FA6P8CF6F5413580,,,,," $29,590",2015 Ford Mustang GT Premium,GT Premium
303,2016 Ford Mustang,2016.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002262235/post-large/2002262235-edc-02-search.jpg,Ford,"Used 2016 Ford Mustang EcoBoost with 55911 miles - $22,990",55911.0,2002262235.0,1FA6P8TH6G5268592,,,,," $22,990",2016 Ford Mustang EcoBoost,EcoBoost
304,2012 Ford Mustang,2012.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002310129/post-large/normalized/zoomcrop/2002310129-edc-02.jpg,Ford,"Used 2012 Ford Mustang Premium with 96443 miles - $15,590",96443.0,2002310129.0,1ZVBP8EM0C5201545,,,,," $15,590",2012 Ford Mustang Premium,Premium
305,2021 Ford Mustang,2021.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002284587/post-large/normalized/zoomcrop/2002284587-edc-02.jpg,Ford,"Used 2021 Ford Mustang GT with 5953 miles - $35,990",5953.0,2002284587.0,1FA6P8CF6M5127760,,,,," $35,990",2021 Ford Mustang GT,GT
308,2017 Ford Mustang,2017.0,Ford,Mustang,Black,,Ford,"Used 2017 Ford Mustang Shelby GT350 with 19617 miles - $60,990",19617.0,2002360689.0,1FA6P8JZ3H5524538,,,,," $60,990",2017 Ford Mustang Shelby GT350,Shelby GT350
309,2016 Ford Mustang,2016.0,Ford,Mustang,Black,,Ford,"Used 2016 Ford Mustang Shelby GT350 with 20011 miles - $57,590",20011.0,2002371858.0,1FA6P8JZXG5526091,,,,," $57,590",2016 Ford Mustang Shelby GT350,Shelby GT350
310,2018 Ford Mustang,2018.0,Ford,Mustang,Black,,Ford,"Used 2018 Ford Mustang EcoBoost with 59232 miles - $25,990",59232.0,2002374318.0,1FA6P8TH0J5132188,,,,," $25,990",2018 Ford Mustang EcoBoost,EcoBoost
311,2018 Ford Mustang,2018.0,Ford,Mustang,Black,,Ford,"Used 2018 Ford Mustang EcoBoost with 83303 miles - $23,990",83303.0,2002365174.0,1FA6P8TH9J5180532,,,,," $23,990",2018 Ford Mustang EcoBoost,EcoBoost
312,2020 Ford Mustang,2020.0,Ford,Mustang,Black,,Ford,"Used 2020 Ford Mustang EcoBoost with 72553 miles - $25,590",72553.0,2002326350.0,1FA6P8TH9L5138901,,,,," $25,590",2020 Ford Mustang EcoBoost,EcoBoost
313,2017 Ford Mustang,2017.0,Ford,Mustang,Black,,Ford,"Used 2017 Ford Mustang GT with 22403 miles - $34,990",22403.0,2002357184.0,1FA6P8CF1H5256513,,,,," $34,990",2017 Ford Mustang GT,GT
314,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 Premium with 50045 miles - $21,990",50045.0,2002361152.0,1ZVBP8AMXE5228468,,,,," $21,990",2014 Ford Mustang V6 Premium,V6 Premium
315,2021 Ford Mustang,2021.0,Ford,Mustang,Blue,,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 42371 miles - $28,990",42371.0,2002346929.0,1FATP8UH8M5121400,,,,," $28,990",2021 Ford Mustang EcoBoost Premium,EcoBoost Premium
316,2019 Ford Mustang,2019.0,Ford,Mustang,Orange,,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 35962 miles - $29,990",35962.0,2002358667.0,1FA6P8TH5K5160893,,,,," $29,990",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
317,2019 Ford Mustang,2019.0,Ford,Mustang,Black,,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 31277 miles - $28,990",31277.0,2002355545.0,1FATP8UH4K5171708,,,,," $28,990",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
318,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang GT with 72292 miles - $26,990",72292.0,2002304311.0,1ZVBP8CFXE5293674,,,,," $26,990",2014 Ford Mustang GT,GT
319,2017 Ford Mustang,2017.0,Ford,Mustang,Gray,,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 42608 miles - $26,990",42608.0,2002365306.0,1FA6P8TH6H5289153,,,,," $26,990",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
320,2020 Ford Mustang,2020.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io//carvanaevoxprodblob.blob.core.windows.net/evox/color_0640_032_png/MY2020/13869/13869_cc0640_032_JS.png,Ford,"Used 2020 Ford Mustang GT Premium with 21119 miles - $38,990",21119.0,2001046324.0,1FA6P8CFXL5145239,,,,," $38,990",2020 Ford Mustang GT Premium,GT Premium
321,2017 Ford Mustang,2017.0,Ford,Mustang,Gray,,Ford,"Used 2017 Ford Mustang V6 with 99648 miles - $20,990",99648.0,2002373059.0,1FA6P8AM0H5248873,,,,," $20,990",2017 Ford Mustang V6,V6
322,2014 Ford Mustang,2014.0,Ford,Mustang,White,,Ford,"Used 2014 Ford Mustang V6 Premium with 61613 miles - $20,990",61613.0,2002355878.0,1ZVBP8AM8E5331792,,,,," $20,990",2014 Ford Mustang V6 Premium,V6 Premium
323,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,,Ford,"Used 2016 Ford Mustang EcoBoost with 100541 miles - $20,990",100541.0,2002357545.0,1FA6P8TH0G5312330,,,,," $20,990",2016 Ford Mustang EcoBoost,EcoBoost
324,2014 Ford Mustang,2014.0,Ford,Mustang,Green,,Ford,"Used 2014 Ford Mustang V6 Premium with 70194 miles - $20,590",70194.0,2002373728.0,1ZVBP8AM7E5296727,,,,," $20,590",2014 Ford Mustang V6 Premium,V6 Premium
325,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 Premium with 33100 miles - $21,990",33100.0,2002359711.0,1ZVBP8AM0E5318812,,,,," $21,990",2014 Ford Mustang V6 Premium,V6 Premium
326,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 with 92816 miles - $17,990",92816.0,2002314570.0,1ZVBP8AM5E5214882,,,,," $17,990",2014 Ford Mustang V6,V6
327,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 Premium with 71741 miles - $19,990",71741.0,2002361644.0,1ZVBP8AM8E5318752,,,,," $19,990",2014 Ford Mustang V6 Premium,V6 Premium
330,2018 Ford Mustang,2018.0,Ford,Mustang,Black,,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 57609 miles - $25,990",57609.0,2002366314.0,1FATP8UH8J5136216,,,,," $25,990",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
331,2017 Ford Mustang,2017.0,Ford,Mustang,Black,,Ford,"Used 2017 Ford Mustang GT with 30290 miles - $35,590",30290.0,2002370963.0,1FA6P8CF2H5225450,,,,," $35,590",2017 Ford Mustang GT,GT
332,2017 Ford Mustang,2017.0,Ford,Mustang,Silver,,Ford,"Used 2017 Ford Mustang GT Premium with 39828 miles - $33,990",39828.0,2002371884.0,1FATP8FF0H5307188,,,,," $33,990",2017 Ford Mustang GT Premium,GT Premium
333,2019 Ford Mustang,2019.0,Ford,Mustang,Gray,,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 51607 miles - $26,990",51607.0,2002346036.0,1FATP8UHXK5138776,,,,," $26,990",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
334,2017 Ford Mustang,2017.0,Ford,Mustang,Black,,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 74745 miles - $24,590",74745.0,2002321369.0,1FA6P8TH6H5240874,,,,," $24,590",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
335,2022 Ford Mustang,2022.0,Ford,Mustang,Black,,Ford,"Used 2022 Ford Mustang GT Premium with 12261 miles - $43,990",12261.0,2002360160.0,1FA6P8CF7N5117627,,,,," $43,990",2022 Ford Mustang GT Premium,GT Premium
336,2013 Ford Mustang,2013.0,Ford,Mustang,Black,,Ford,"Used 2013 Ford Mustang GT Premium with 74774 miles - $25,990",74774.0,2002367291.0,1ZVBP8CF4D5247644,,,,," $25,990",2013 Ford Mustang GT Premium,GT Premium
337,2014 Ford Mustang,2014.0,Ford,Mustang,White,,Ford,"Used 2014 Ford Mustang GT Premium with 63160 miles - $28,590",63160.0,2002369823.0,1ZVBP8CF1E5303914,,,,," $28,590",2014 Ford Mustang GT Premium,GT Premium
338,2019 Ford Mustang,2019.0,Ford,Mustang,White,,Ford,"Used 2019 Ford Mustang GT Premium with 38139 miles - $36,590",38139.0,2002359691.0,1FATP8FF9K5204892,,,,," $36,590",2019 Ford Mustang GT Premium,GT Premium
339,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 with 54846 miles - $20,990",54846.0,2002359100.0,1ZVBP8AM1E5282922,,,,," $20,990",2014 Ford Mustang V6,V6
340,2020 Ford Mustang,2020.0,Ford,Mustang,Blue,,Ford,"Used 2020 Ford Mustang EcoBoost with 21383 miles - $30,590",21383.0,2002363657.0,1FA6P8TH1L5150329,,,,," $30,590",2020 Ford Mustang EcoBoost,EcoBoost
341,2012 Ford Mustang,2012.0,Ford,Mustang,Silver,,Ford,"Used 2012 Ford Mustang Premium with 31468 miles - $20,990",31468.0,2002324568.0,1ZVBP8EM0C5203893,,,,," $20,990",2012 Ford Mustang Premium,Premium
342,2014 Ford Mustang,2014.0,Ford,Mustang,Silver,,Ford,"Used 2014 Ford Mustang V6 Premium with 100016 miles - $17,590",100016.0,2002355276.0,1ZVBP8AM7E5271052,,,,," $17,590",2014 Ford Mustang V6 Premium,V6 Premium
343,2017 Ford Mustang,2017.0,Ford,Mustang,Blue,,Ford,"Used 2017 Ford Mustang V6 with 91914 miles - $21,990",91914.0,2002365289.0,1FA6P8AM2H5202607,,,,," $21,990",2017 Ford Mustang V6,V6
344,2018 Ford Mustang,2018.0,Ford,Mustang,Gray,,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 31411 miles - $29,590",31411.0,2002364765.0,1FA6P8TH9J5164802,,,,," $29,590",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
345,2014 Ford Mustang,2014.0,Ford,Mustang,Black,,Ford,"Used 2014 Ford Mustang V6 with 40352 miles - $21,990",40352.0,2002355952.0,1ZVBP8EM7E5259610,,,,," $21,990",2014 Ford Mustang V6,V6
346,2019 Ford Mustang,2019.0,Ford,Mustang,Silver,,Ford,"Used 2019 Ford Mustang EcoBoost with 33483 miles - $27,990",33483.0,2002363307.0,1FA6P8TH6K5181008,,,,," $27,990",2019 Ford Mustang EcoBoost,EcoBoost
347,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,,Ford,"Used 2014 Ford Mustang GT Premium with 38335 miles - $31,590",38335.0,2002359208.0,1ZVBP8CF2E5296052,,,,," $31,590",2014 Ford Mustang GT Premium,GT Premium
348,2010 Ford Mustang,2010.0,Ford,Mustang,Gray,,Ford,"Used 2010 Ford Mustang GT Premium with 67427 miles - $22,990",67427.0,2002328602.0,1ZVBP8CH3A5154398,,,,," $22,990",2010 Ford Mustang GT Premium,GT Premium
349,2016 Ford Mustang,2016.0,Ford,Mustang,Orange,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 70207 miles - $23,990",70207.0,2002319601.0,1FATP8UH5G5307934,,,,," $23,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
352,2016 Ford Mustang,2016.0,Ford,Mustang,Orange,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 72629 miles - $23,990",72629.0,2002369907.0,1FATP8UH3G5329740,,,,," $23,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
353,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 24659 miles - $27,990",24659.0,2002348134.0,1FATP8UH8G5292670,,,,," $27,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
354,2018 Ford Mustang,2018.0,Ford,Mustang,Silver,,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 95942 miles - $22,990",95942.0,2002369987.0,1FATP8UH4J5125083,,,,," $22,990",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
355,2012 Ford Mustang,2012.0,Ford,Mustang,Black,,Ford,"Used 2012 Ford Mustang Shelby GT500 with 45353 miles - $44,990",45353.0,2002295834.0,1ZVBP8JS9C5238887,,,,," $44,990",2012 Ford Mustang Shelby GT500,Shelby GT500
356,2009 Ford Mustang,2009.0,Ford,Mustang,Red,,Ford,"Used 2009 Ford Mustang GT Premium with 15291 miles - $26,990",15291.0,2002376036.0,1ZVHT82H695129949,,,,," $26,990",2009 Ford Mustang GT Premium,GT Premium
