,@context,@type,itemCondition,name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,offers,itemListElement,itemReviewed,reviewRating,author,publisher
147,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002366058/post-large/normalized/zoomcrop/2002366058-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 26610 miles - $30,590",26610,2002366058,1FA6P8TH1K5186553,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2727435'}",,,,,
148,https://schema.org,Vehicle,Used,2012 Ford Mustang,2012,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002347173/post-large/normalized/zoomcrop/2002347173-edc-02.jpg,Ford,"Used 2012 Ford Mustang Shelby GT500 with 10548 miles - $50,990",10548,2002347173,1ZVBP8JS3C5220918,"{'@type': 'Offer', 'price': 50990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2716172'}",,,,,
149,https://schema.org,Vehicle,Used,2020 Ford Mustang,2020,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002262442/post-large/normalized/zoomcrop/2002262442-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 22490 miles - $26,990",22490,2002262442,1FA6P8TH8L5130482,"{'@type': 'Offer', 'price': 26990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2672857'}",,,,,
150,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002307228/post-large/normalized/zoomcrop/2002307228-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT with 5093 miles - $44,590",5093,2002307228,1FA6P8CF1N5109992,"{'@type': 'Offer', 'price': 44590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699828'}",,,,,
151,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002353766/post-large/normalized/zoomcrop/2002353766-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost with 58933 miles - $24,990",58933,2002353766,1FA6P8TH3H5301629,"{'@type': 'Offer', 'price': 24990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2720619'}",,,,,
152,https://schema.org,BreadcrumbList,,,,,,,,,,,,,,"[{'@type': 'ListItem', 'position': 0, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford'}}, {'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford Mustang'}}]",,,,
153,http://schema.org,Review,,,,,,,,,,,,,,,"{'@type': 'Car', 'name': 'Ford Mustang', 'brand': 'Ford', 'model': 'Mustang', 'vehicleModelDate': ''}","{'@type': 'AggregateRating', 'ratingValue': '4.36', 'ratingCount': '636', 'worstRating': '0.17', 'bestRating': '5.00'}","{'@type': 'Organization', 'name': 'Carvana'}","{'@type': 'Organization', 'name': 'Carvana'}"
154,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002323281/post-large/normalized/zoomcrop/2002323281-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 28468 miles - $28,990",28468,2002323281,1FA6P8THXK5157407,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706432'}",,,,,
155,https://schema.org,Vehicle,Used,2016 Ford Mustang,2016,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002314632/post-large/normalized/zoomcrop/2002314632-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT Premium with 53943 miles - $31,590",53943,2002314632,1FA6P8CF2G5332884,"{'@type': 'Offer', 'price': 31590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702606'}",,,,,
156,https://schema.org,Vehicle,Used,2016 Ford Mustang,2016,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002355760/post-large/normalized/zoomcrop/2002355760-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 60968 miles - $24,590",60968,2002355760,1FATP8UH4G5255941,"{'@type': 'Offer', 'price': 24590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2722281'}",,,,,
157,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002366058/post-large/normalized/zoomcrop/2002366058-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 26610 miles - $30,590",26610,2002366058,1FA6P8TH1K5186553,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2727435'}",,,,,
158,https://schema.org,Vehicle,Used,2012 Ford Mustang,2012,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002347173/post-large/normalized/zoomcrop/2002347173-edc-02.jpg,Ford,"Used 2012 Ford Mustang Shelby GT500 with 10548 miles - $50,990",10548,2002347173,1ZVBP8JS3C5220918,"{'@type': 'Offer', 'price': 50990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2716172'}",,,,,
159,https://schema.org,Vehicle,Used,2020 Ford Mustang,2020,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002262442/post-large/normalized/zoomcrop/2002262442-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 22490 miles - $26,990",22490,2002262442,1FA6P8TH8L5130482,"{'@type': 'Offer', 'price': 26990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2672857'}",,,,,
160,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002307228/post-large/normalized/zoomcrop/2002307228-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT with 5093 miles - $44,590",5093,2002307228,1FA6P8CF1N5109992,"{'@type': 'Offer', 'price': 44590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699828'}",,,,,
161,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002353766/post-large/normalized/zoomcrop/2002353766-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost with 58933 miles - $24,990",58933,2002353766,1FA6P8TH3H5301629,"{'@type': 'Offer', 'price': 24990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2720619'}",,,,,
162,https://schema.org,Vehicle,Used,2015 Ford Mustang,2015,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002341099/post-large/normalized/zoomcrop/2002341099-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost Premium with 15049 miles - $28,590",15049,2002341099,1FATP8UH8F5430366,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2717024'}",,,,,
163,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002301968/post-large/normalized/zoomcrop/2002301968-edc-02.jpg,Ford,"Used 2017 Ford Mustang GT with 33701 miles - $30,990",33701,2002301968,1FA6P8CF9H5250703,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689019'}",,,,,
164,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002348609/post-large/normalized/zoomcrop/2002348609-edc-02.jpg,Ford,"Used 2022 Ford Mustang EcoBoost with 6211 miles - $33,990",6211,2002348609,1FA6P8TH2N5142257,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2722933'}",,,,,
165,https://schema.org,Vehicle,Used,2009 Ford Mustang,2009,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002290692/post-large/normalized/zoomcrop/2002290692-edc-02.jpg,Ford,"Used 2009 Ford Mustang Shelby GT500 with 70786 miles - $33,990",70786,2002290692,1ZVHT88S595133171,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2686945'}",,,,,
166,https://schema.org,Vehicle,Used,2013 Ford Mustang,2013,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002326181/post-large/normalized/zoomcrop/2002326181-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 62290 miles - $18,990",62290,2002326181,1ZVBP8EM7D5209711,"{'@type': 'Offer', 'price': 18990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2710732'}",,,,,
167,https://schema.org,Vehicle,Used,2021 Ford Mustang,2021,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002342297/post-large/normalized/zoomcrop/2002342297-edc-02.jpg,Ford,"Used 2021 Ford Mustang GT with 12855 miles - $39,590",12855,2002342297,1FA6P8CF2M5102841,"{'@type': 'Offer', 'price': 39590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2718606'}",,,,,
168,https://schema.org,Vehicle,Used,2020 Ford Mustang,2020,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002355778/post-large/normalized/zoomcrop/2002355778-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 9309 miles - $30,990",9309,2002355778,1FA6P8TH4L5162412,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2724161'}",,,,,
169,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002359231/post-large/normalized/zoomcrop/2002359231-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 31683 miles - $28,590",31683,2002359231,1FA6P8TH0K5199505,"{'@type': 'Offer', 'price': 28590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2730861'}",,,,,
170,https://schema.org,Vehicle,Used,2021 Ford Mustang,2021,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002346329/post-large/normalized/zoomcrop/2002346329-edc-02.jpg,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 39409 miles - $29,590",39409,2002346329,1FATP8UH6M5124957,"{'@type': 'Offer', 'price': 29590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2719251'}",,,,,
171,https://schema.org,Vehicle,Used,2016 Ford Mustang,2016,Ford,Mustang,Other,//cdnblob.fastly.carvana.io/2002303711/post-large/normalized/zoomcrop/2002303711-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost with 36689 miles - $22,990",36689,2002303711,1FA6P8TH2G5240756,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696678'}",,,,,
172,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002289826/post-large/normalized/zoomcrop/2002289826-edc-02.jpg,Ford,"Used 2017 Ford Mustang GT Premium with 51580 miles - $32,590",51580,2002289826,1FATP8FF7H5273055,"{'@type': 'Offer', 'price': 32590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689257'}",,,,,
173,https://schema.org,Vehicle,Used,2014 Ford Mustang,2014,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002337630/post-large/normalized/zoomcrop/2002337630-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 90405 miles - $18,590",90405,2002337630,1ZVBP8AM3E5327133,"{'@type': 'Offer', 'price': 18590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2716234'}",,,,,
174,https://schema.org,BreadcrumbList,,,,,,,,,,,,,,"[{'@type': 'ListItem', 'position': 0, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford'}}, {'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford Mustang'}}]",,,,
175,http://schema.org,Review,,,,,,,,,,,,,,,"{'@type': 'Car', 'name': 'Ford Mustang', 'brand': 'Ford', 'model': 'Mustang', 'vehicleModelDate': ''}","{'@type': 'AggregateRating', 'ratingValue': '4.36', 'ratingCount': '636', 'worstRating': '0.17', 'bestRating': '5.00'}","{'@type': 'Organization', 'name': 'Carvana'}","{'@type': 'Organization', 'name': 'Carvana'}"
176,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002345943/post-large/normalized/zoomcrop/2002345943-edc-02.jpg,Ford,"Used 2022 Ford Mustang EcoBoost with 454 miles - $33,590",454,2002345943,1FA6P8TH2N5148317,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2717695'}",,,,,
177,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002323281/post-large/normalized/zoomcrop/2002323281-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 28468 miles - $28,990",28468,2002323281,1FA6P8THXK5157407,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706432'}",,,,,
178,https://schema.org,Vehicle,Used,2015 Ford Mustang,2015,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002340229/post-large/normalized/zoomcrop/2002340229-edc-02.jpg,Ford,"Used 2015 Ford Mustang V6 with 86242 miles - $20,990",86242,2002340229,1FA6P8AM2F5387805,"{'@type': 'Offer', 'price': 20990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2715886'}",,,,,
179,https://schema.org,Vehicle,Used,2015 Ford Mustang,2015,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002332678/post-large/normalized/zoomcrop/2002332678-edc-02.jpg,Ford,"Used 2015 Ford Mustang GT Premium with 13535 miles - $35,590",13535,2002332678,1FA6P8CF0F5299379,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2709092'}",,,,,
180,https://schema.org,Vehicle,Used,2014 Ford Mustang,2014,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002302306/post-large/normalized/zoomcrop/2002302306-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT Premium with 19953 miles - $30,590",19953,2002302306,1ZVBP8FF7E5200248,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697989'}",,,,,
181,https://schema.org,Vehicle,Used,2023 Ford Mustang,2023,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002282767/post-large/normalized/zoomcrop/2002282767-edc-02.jpg,Ford,"Used 2023 Ford Mustang EcoBoost with 2089 miles - $41,590",2089,2002282767,1FA6P8TH3P5101428,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2678992'}",,,,,
182,https://schema.org,Vehicle,Used,2016 Ford Mustang,2016,Ford,Mustang,Other,//cdnblob.fastly.carvana.io/2002303711/post-large/normalized/zoomcrop/2002303711-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost with 36689 miles - $22,990",36689,2002303711,1FA6P8TH2G5240756,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696678'}",,,,,
183,https://schema.org,Vehicle,Used,2019 Ford Mustang,2019,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002350883/post-large/normalized/zoomcrop/2002350883-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 29680 miles - $36,990",29680,2002350883,1FATP8FF5K5182387,"{'@type': 'Offer', 'price': 36990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2723512'}",,,,,
184,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002353766/post-large/normalized/zoomcrop/2002353766-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost with 58933 miles - $24,990",58933,2002353766,1FA6P8TH3H5301629,"{'@type': 'Offer', 'price': 24990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2720619'}",,,,,
185,https://schema.org,Vehicle,Used,2014 Ford Mustang,2014,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002354782/post-large/normalized/zoomcrop/2002354782-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 90984 miles - $18,590",90984,2002354782,1ZVBP8AM3E5318433,"{'@type': 'Offer', 'price': 18590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2720761'}",,,,,
186,https://schema.org,Vehicle,Used,2020 Ford Mustang,2020,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002352003/post-large/normalized/zoomcrop/2002352003-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 8749 miles - $30,590",8749,2002352003,1FA6P8TH6L5167112,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2719536'}",,,,,
187,https://schema.org,Vehicle,Used,2014 Ford Mustang,2014,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002334340/post-large/normalized/zoomcrop/2002334340-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 Premium with 37091 miles - $22,990",37091,2002334340,1ZVBP8AM6E5267591,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711432'}",,,,,
188,https://schema.org,Vehicle,Used,2015 Ford Mustang,2015,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002332295/post-large/normalized/zoomcrop/2002332295-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost Premium with 38277 miles - $25,590",38277,2002332295,1FA6P8THXF5334740,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708337'}",,,,,
189,https://schema.org,Vehicle,Used,2021 Ford Mustang,2021,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002272703/post-large/normalized/zoomcrop/2002272703-edc-02.jpg,Ford,"Used 2021 Ford Mustang GT with 5239 miles - $40,590",5239,2002272703,1FA6P8CF9M5154869,"{'@type': 'Offer', 'price': 40590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2673367'}",,,,,
190,https://schema.org,Vehicle,Used,2021 Ford Mustang,2021,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002336004/post-large/normalized/zoomcrop/2002336004-edc-02.jpg,Ford,"Used 2021 Ford Mustang GT with 17910 miles - $38,590",17910,2002336004,1FA6P8CFXM5157232,"{'@type': 'Offer', 'price': 38590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711861'}",,,,,
191,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002344723/post-large/normalized/zoomcrop/2002344723-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 36362 miles - $27,990",36362,2002344723,1FA6P8THXH5329167,"{'@type': 'Offer', 'price': 27990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2716514'}",,,,,
192,https://schema.org,Vehicle,Used,2015 Ford Mustang,2015,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002331656/post-large/normalized/zoomcrop/2002331656-edc-02.jpg,Ford,"Used 2015 Ford Mustang GT Premium with 1912 miles - $36,990",1912,2002331656,1FA6P8CF0F5417589,"{'@type': 'Offer', 'price': 36990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2711413'}",,,,,
193,https://schema.org,Vehicle,Used,2011 Ford Mustang,2011,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002338581/post-large/normalized/zoomcrop/2002338581-edc-02.jpg,Ford,"Used 2011 Ford Mustang GT Premium with 14107 miles - $29,990",14107,2002338581,1ZVBP8CF0B5133346,"{'@type': 'Offer', 'price': 29990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2712422'}",,,,,
194,https://schema.org,Vehicle,Used,2018 Ford Mustang,2018,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002329746/post-large/normalized/zoomcrop/2002329746-edc-02.jpg,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 47023 miles - $25,590",47023,2002329746,1FATP8UHXJ5143488,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708119'}",,,,,
195,https://schema.org,Vehicle,Used,2017 Ford Mustang,2017,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002325809/post-large/normalized/zoomcrop/2002325809-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 36310 miles - $25,990",36310,2002325809,1FATP8UH2H5245247,"{'@type': 'Offer', 'price': 25990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706646'}",,,,,
196,https://schema.org,BreadcrumbList,,,,,,,,,,,,,,"[{'@type': 'ListItem', 'position': 0, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford'}}, {'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.carvana.com/cars/undefined', 'name': 'Ford Mustang'}}]",,,,
197,http://schema.org,Review,,,,,,,,,,,,,,,"{'@type': 'Car', 'name': 'Ford Mustang', 'brand': 'Ford', 'model': 'Mustang', 'vehicleModelDate': ''}","{'@type': 'AggregateRating', 'ratingValue': '4.36', 'ratingCount': '636', 'worstRating': '0.17', 'bestRating': '5.00'}","{'@type': 'Organization', 'name': 'Carvana'}","{'@type': 'Organization', 'name': 'Carvana'}"
198,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002298593/post-large/normalized/zoomcrop/2002298593-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT with 757 miles - $41,990",757,2002298593,1FA6P8CF9N5148135,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2688371'}",,,,,
199,https://schema.org,Vehicle,Used,2022 Ford Mustang,2022,Ford,Mustang,Orange,//cdnblob.fastly.carvana.io/2002297875/post-large/normalized/zoomcrop/2002297875-edc-02.jpg,Ford,"Used 2022 Ford Mustang EcoBoost with 2390 miles - $33,590",2390,2002297875,1FA6P8TH6N5144447,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2690220'}",,,,,
200,https://schema.org,Vehicle,Used,2009 Ford Mustang,2009,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002290692/post-large/normalized/zoomcrop/2002290692-edc-02.jpg,Ford,"Used 2009 Ford Mustang Shelby GT500 with 70786 miles - $33,990",70786,2002290692,1ZVHT88S595133171,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2686945'}",,,,,
201,https://schema.org,Vehicle,Used,2021 Ford Mustang,2021,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002274863/post-large/normalized/zoomcrop/2002274863-edc-02.jpg,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 38008 miles - $28,990",38008,2002274863,1FATP8UH1M5103921,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675522'}",,,,,
